date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020/05/25,2020,5,25,chokepoint18,Torres Strait,2,6,1,0,0,9,9,47327,108418,3060,0,0,158806,158806,47253
2023/10/07,2023,10,7,chokepoint18,Torres Strait,0,5,3,1,1,9,10,0,228336,8037,578,4903,236952,241856,47254
2020/05/26,2020,5,26,chokepoint18,Torres Strait,2,2,1,0,2,5,7,35426,35574,1043,0,14127,72043,86170,47255
2023/10/08,2023,10,8,chokepoint18,Torres Strait,1,5,1,0,0,7,7,16589,45596,574,0,0,62760,62760,47256
2020/05/27,2020,5,27,chokepoint18,Torres Strait,0,3,0,0,2,3,5,0,25147,0,0,41293,25147,66440,47257
2023/10/09,2023,10,9,chokepoint18,Torres Strait,1,5,1,1,1,8,9,32357,216995,1789,0,4234,251142,255376,47258
2020/05/28,2020,5,28,chokepoint18,Torres Strait,2,4,0,0,0,6,6,30062,75634,0,0,0,105696,105696,47259
2023/10/10,2023,10,10,chokepoint18,Torres Strait,3,5,1,1,5,10,15,56580,106627,5573,1786,0,170567,170567,47260
2020/05/29,2020,5,29,chokepoint18,Torres Strait,2,2,0,0,1,4,5,13702,73818,0,0,0,87521,87521,47261
2023/10/11,2023,10,11,chokepoint18,Torres Strait,0,4,1,0,2,5,7,0,79445,0,0,43810,79445,123256,47262
2020/05/30,2020,5,30,chokepoint18,Torres Strait,3,5,0,1,0,9,9,74570,123748,0,2936,0,201255,201255,47263
2023/10/12,2023,10,12,chokepoint18,Torres Strait,1,2,0,0,2,3,5,29125,111056,0,0,2182,140181,142363,47264
2020/05/31,2020,5,31,chokepoint18,Torres Strait,3,4,0,1,3,8,11,64046,94260,0,578,46461,158886,205347,47265
2023/10/13,2023,10,13,chokepoint18,Torres Strait,3,4,1,0,2,8,10,36133,75757,1222,0,106549,113113,219663,47266
2020/06/01,2020,6,1,chokepoint18,Torres Strait,0,2,0,0,3,2,5,0,26251,0,0,39439,26251,65691,47267
2023/10/14,2023,10,14,chokepoint18,Torres Strait,1,6,1,0,0,8,8,27614,65221,4568,0,0,97404,97404,47268
2020/06/02,2020,6,2,chokepoint18,Torres Strait,2,2,1,0,2,5,7,62237,26977,2926,0,42115,92140,134256,47269
2023/10/15,2023,10,15,chokepoint18,Torres Strait,1,1,1,1,4,4,8,13323,0,574,578,185809,14476,200286,47270
2020/06/03,2020,6,3,chokepoint18,Torres Strait,0,3,1,0,4,4,8,0,112106,2682,0,87130,114788,201918,47271
2023/10/16,2023,10,16,chokepoint18,Torres Strait,2,1,1,1,1,5,6,66138,74843,1170,6073,40226,148225,188452,47272
2020/06/04,2020,6,4,chokepoint18,Torres Strait,2,2,1,0,1,5,6,44042,62619,2406,0,0,109068,109068,47273
2023/10/17,2023,10,17,chokepoint18,Torres Strait,2,5,1,0,2,8,10,24399,185750,6742,0,43899,216892,260792,47274
2020/06/05,2020,6,5,chokepoint18,Torres Strait,1,3,2,0,1,6,7,26448,132187,1180,0,0,159816,159816,47275
2020/06/06,2020,6,6,chokepoint18,Torres Strait,2,3,1,1,2,7,9,44863,73875,1466,1679,38219,121884,160103,47276
2022/07/18,2022,7,18,chokepoint18,Torres Strait,1,10,1,0,2,12,14,28997,343080,805,0,89476,372883,462359,47277
2022/07/19,2022,7,19,chokepoint18,Torres Strait,0,3,1,0,3,4,7,0,47703,0,0,32584,47703,80288,47278
2023/10/18,2023,10,18,chokepoint18,Torres Strait,1,2,1,0,4,4,8,16330,30981,2108,0,25074,49420,74495,47279
2022/07/20,2022,7,20,chokepoint18,Torres Strait,1,6,0,0,4,7,11,5874,169279,0,0,61273,175154,236427,47280
2020/06/07,2020,6,7,chokepoint18,Torres Strait,1,4,1,1,1,7,8,1968,134817,12397,578,11793,149762,161556,47281
2023/10/19,2023,10,19,chokepoint18,Torres Strait,2,6,4,0,2,12,14,27128,250839,20550,0,44380,298518,342898,47282
2022/07/21,2022,7,21,chokepoint18,Torres Strait,0,2,0,2,2,4,6,0,103007,0,4833,0,107841,107841,47283
2020/06/08,2020,6,8,chokepoint18,Torres Strait,2,6,1,0,2,9,11,22812,167943,3227,0,135885,193983,329869,47284
2023/10/20,2023,10,20,chokepoint18,Torres Strait,2,5,0,0,3,7,10,30009,193686,0,0,0,223696,223696,47285
2022/07/22,2022,7,22,chokepoint18,Torres Strait,1,8,0,1,1,10,11,40659,213504,0,92,0,254256,254256,47286
2020/06/09,2020,6,9,chokepoint18,Torres Strait,2,3,1,0,4,6,10,37261,138299,12962,0,124167,188523,312691,47287
2023/10/21,2023,10,21,chokepoint18,Torres Strait,2,0,1,0,1,3,4,24144,0,1527,0,40719,25672,66391,47288
2022/07/23,2022,7,23,chokepoint18,Torres Strait,1,7,0,0,1,8,9,5974,219448,0,0,0,225422,225422,47289
2020/06/10,2020,6,10,chokepoint18,Torres Strait,2,3,4,0,4,9,13,62971,92922,9728,0,32013,165622,197636,47290
2023/10/22,2023,10,22,chokepoint18,Torres Strait,3,5,2,1,3,11,14,41953,52763,2779,578,3679,98074,101753,47291
2022/07/24,2022,7,24,chokepoint18,Torres Strait,1,4,1,0,1,6,7,43230,34083,574,0,0,77888,77888,47292
2020/06/11,2020,6,11,chokepoint18,Torres Strait,0,2,1,0,1,3,4,0,82572,2098,0,11806,84670,96477,47293
2023/10/23,2023,10,23,chokepoint18,Torres Strait,3,3,1,1,1,8,9,86748,32614,2502,4851,0,126716,126716,47294
2022/07/25,2022,7,25,chokepoint18,Torres Strait,1,6,1,0,1,8,9,25065,231152,0,0,48620,256217,304838,47295
2020/06/12,2020,6,12,chokepoint18,Torres Strait,2,1,0,0,1,3,4,23045,0,0,0,10631,23045,33676,47296
2023/10/24,2023,10,24,chokepoint18,Torres Strait,0,6,2,0,3,8,11,0,228113,8841,0,43420,236954,280374,47297
2022/07/26,2022,7,26,chokepoint18,Torres Strait,1,2,0,0,2,3,5,53522,71947,0,0,18731,125469,144200,47298
2020/06/13,2020,6,13,chokepoint18,Torres Strait,3,4,0,1,4,8,12,53046,110052,0,4583,41164,167681,208846,47299
2023/10/25,2023,10,25,chokepoint18,Torres Strait,1,5,0,2,2,8,10,31217,188020,0,1886,43782,221124,264906,47300
2022/07/27,2022,7,27,chokepoint18,Torres Strait,2,3,1,0,3,6,9,61736,95695,12566,0,47986,169998,217985,47301
2020/06/14,2020,6,14,chokepoint18,Torres Strait,0,3,1,1,1,5,6,0,79933,2054,578,0,82566,82566,47302
2023/10/26,2023,10,26,chokepoint18,Torres Strait,0,8,1,0,3,9,12,0,145711,8956,0,84580,154668,239248,47303
2022/07/28,2022,7,28,chokepoint18,Torres Strait,2,2,0,0,5,4,9,48195,55146,0,0,156912,103342,260254,47304
2020/06/15,2020,6,15,chokepoint18,Torres Strait,1,4,1,0,2,6,8,9642,171836,5158,0,0,186637,186637,47305
2023/10/27,2023,10,27,chokepoint18,Torres Strait,2,6,2,1,3,11,14,42944,103891,1974,4929,11685,153739,165425,47306
2022/07/29,2022,7,29,chokepoint18,Torres Strait,2,5,0,0,2,7,9,18644,146690,0,0,7514,165334,172849,47307
2020/06/16,2020,6,16,chokepoint18,Torres Strait,1,4,0,0,4,5,9,53917,100078,0,0,82978,153995,236974,47308
2023/10/28,2023,10,28,chokepoint18,Torres Strait,0,8,0,1,2,9,11,0,122577,0,578,0,123156,123156,47309
2022/07/30,2022,7,30,chokepoint18,Torres Strait,1,3,2,0,3,6,9,26307,77907,8048,0,74689,112264,186953,47310
2020/06/17,2020,6,17,chokepoint18,Torres Strait,2,1,0,0,3,3,6,58831,80708,0,0,65844,139540,205384,47311
2023/10/29,2023,10,29,chokepoint18,Torres Strait,2,5,2,0,2,9,11,56913,0,19562,0,50099,76475,126574,47312
2022/07/31,2022,7,31,chokepoint18,Torres Strait,1,5,2,0,2,8,10,23544,200749,7215,0,0,231509,231509,47313
2020/06/18,2020,6,18,chokepoint18,Torres Strait,2,3,1,0,3,6,9,45294,0,13794,0,0,59089,59089,47314
2023/10/30,2023,10,30,chokepoint18,Torres Strait,2,7,1,0,1,10,11,49000,263211,20548,0,6494,332760,339254,47315
2022/08/01,2022,8,1,chokepoint18,Torres Strait,3,4,1,0,1,8,9,29545,120601,18093,0,9185,168240,177426,47316
2020/06/19,2020,6,19,chokepoint18,Torres Strait,1,3,4,0,3,8,11,23574,73057,13783,0,74677,110415,185093,47317
2023/10/31,2023,10,31,chokepoint18,Torres Strait,2,5,1,1,2,9,11,18016,171941,830,4585,78514,195374,273889,47318
2022/08/02,2022,8,2,chokepoint18,Torres Strait,2,8,1,0,3,11,14,85376,244518,6742,0,11642,336636,348278,47319
2020/06/20,2020,6,20,chokepoint18,Torres Strait,2,3,1,0,3,6,9,33347,103485,0,0,41503,136833,178336,47320
2023/11/01,2023,11,1,chokepoint18,Torres Strait,1,6,2,0,6,9,15,11110,70636,4220,0,132174,85968,218142,47321
2022/08/03,2022,8,3,chokepoint18,Torres Strait,0,4,0,0,0,4,4,0,103327,0,0,0,103327,103327,47322
2020/06/21,2020,6,21,chokepoint18,Torres Strait,1,7,0,1,2,9,11,26263,169452,0,578,40869,196294,237163,47323
2023/11/02,2023,11,2,chokepoint18,Torres Strait,2,3,1,0,0,6,6,44045,40320,1777,0,0,86143,86143,47324
2022/08/04,2022,8,4,chokepoint18,Torres Strait,2,4,0,1,2,7,9,64546,17802,0,4342,38174,86691,124866,47325
2020/06/22,2020,6,22,chokepoint18,Torres Strait,1,1,3,0,3,5,8,35303,75415,3937,0,0,114655,114655,47326
2023/11/03,2023,11,3,chokepoint18,Torres Strait,2,2,1,0,3,5,8,53905,55317,11360,0,0,120582,120582,47327
2020/06/23,2020,6,23,chokepoint18,Torres Strait,1,4,1,0,3,6,9,33843,83508,617,0,0,117969,117969,47328
2023/11/04,2023,11,4,chokepoint18,Torres Strait,2,10,2,1,2,15,17,33977,351087,4790,0,0,389856,389856,47329
2023/11/05,2023,11,5,chokepoint18,Torres Strait,1,3,1,1,1,6,7,27010,139146,574,578,11595,167310,178905,47330
2020/06/24,2020,6,24,chokepoint18,Torres Strait,2,0,2,0,2,4,6,57101,0,6593,0,78732,63695,142428,47331
2023/11/06,2023,11,6,chokepoint18,Torres Strait,1,2,1,1,1,5,6,31142,119673,0,3811,40550,154627,195177,47332
2020/06/25,2020,6,25,chokepoint18,Torres Strait,2,3,0,0,4,5,9,47125,126236,0,0,84262,173361,257624,47333
2022/08/05,2022,8,5,chokepoint18,Torres Strait,2,6,1,0,2,9,11,39083,121510,1023,0,6494,161617,168111,47334
2023/11/07,2023,11,7,chokepoint18,Torres Strait,0,2,1,0,2,3,5,0,83966,2944,0,5185,86910,92096,47335
2020/06/26,2020,6,26,chokepoint18,Torres Strait,1,2,1,0,2,4,6,23751,69119,425,0,20824,93296,114121,47336
2022/08/06,2022,8,6,chokepoint18,Torres Strait,4,4,0,2,1,10,11,124906,205068,0,3980,0,333955,333955,47337
2023/11/08,2023,11,8,chokepoint18,Torres Strait,0,2,3,0,0,5,5,0,35794,3651,0,0,39445,39445,47338
2020/06/27,2020,6,27,chokepoint18,Torres Strait,1,3,3,0,2,7,9,19947,65388,8876,0,33785,94212,127998,47339
2022/08/07,2022,8,7,chokepoint18,Torres Strait,2,3,2,0,1,7,8,29591,61551,3669,0,0,94811,94811,47340
2023/11/09,2023,11,9,chokepoint18,Torres Strait,4,4,0,0,3,8,11,79719,51900,0,0,54561,131619,186180,47341
2020/06/28,2020,6,28,chokepoint18,Torres Strait,1,3,0,1,2,5,7,22467,82105,0,578,0,105151,105151,47342
2022/08/08,2022,8,8,chokepoint18,Torres Strait,1,4,0,0,2,5,7,27019,156023,0,0,103425,183042,286468,47343
2023/11/10,2023,11,10,chokepoint18,Torres Strait,1,4,0,1,3,6,9,24901,42452,0,0,43875,67354,111229,47344
2020/06/29,2020,6,29,chokepoint18,Torres Strait,4,0,0,1,3,5,8,91996,0,0,5041,30446,97037,127484,47345
2022/08/09,2022,8,9,chokepoint18,Torres Strait,1,8,1,0,2,10,12,4619,199242,0,0,88406,203862,292269,47346
2023/11/11,2023,11,11,chokepoint18,Torres Strait,2,4,1,1,1,8,9,37778,130087,1061,4169,0,173095,173095,47347
2020/06/30,2020,6,30,chokepoint18,Torres Strait,0,2,1,0,3,3,6,0,64991,836,0,114906,65828,180734,47348
2022/08/10,2022,8,10,chokepoint18,Torres Strait,1,2,0,1,6,4,10,9735,51285,0,3470,70498,64491,134990,47349
2023/11/12,2023,11,12,chokepoint18,Torres Strait,2,5,2,1,1,10,11,39974,229943,2673,578,0,273170,273170,47350
2020/07/01,2020,7,1,chokepoint18,Torres Strait,1,4,0,0,3,5,8,22723,138657,0,0,49358,161381,210739,47351
2022/08/11,2022,8,11,chokepoint18,Torres Strait,1,5,0,1,1,7,8,22723,78021,0,0,44507,100745,145252,47352
2023/11/13,2023,11,13,chokepoint18,Torres Strait,2,6,1,0,3,9,12,64683,179141,2377,0,106040,246202,352243,47353
2020/07/02,2020,7,2,chokepoint18,Torres Strait,2,2,1,0,3,5,8,35120,72949,14127,0,43800,122197,165998,47354
2022/08/12,2022,8,12,chokepoint18,Torres Strait,3,6,0,0,1,9,10,69552,93715,0,0,9309,163267,172576,47355
2023/11/14,2023,11,14,chokepoint18,Torres Strait,0,1,1,0,2,2,4,0,0,0,0,7269,0,7269,47356
2020/07/03,2020,7,3,chokepoint18,Torres Strait,1,4,1,0,1,6,7,22180,154044,4818,0,42057,181043,223100,47357
2022/08/13,2022,8,13,chokepoint18,Torres Strait,0,6,0,0,5,6,11,0,89673,0,0,20930,89673,110603,47358
2023/11/15,2023,11,15,chokepoint18,Torres Strait,1,3,1,0,3,5,8,16059,0,0,0,0,16059,16059,47359
2020/07/04,2020,7,4,chokepoint18,Torres Strait,0,3,2,0,1,5,6,0,94698,3670,0,3491,98368,101860,47360
2022/08/14,2022,8,14,chokepoint18,Torres Strait,0,4,1,0,6,5,11,0,59052,574,0,195801,59627,255428,47361
2023/11/16,2023,11,16,chokepoint18,Torres Strait,0,4,2,0,4,6,10,0,109264,2994,0,46490,112259,158749,47362
2020/07/05,2020,7,5,chokepoint18,Torres Strait,1,5,0,1,0,7,7,23937,154480,0,578,0,178996,178996,47363
2022/08/15,2022,8,15,chokepoint18,Torres Strait,3,1,0,0,4,4,8,56275,43905,0,0,0,100181,100181,47364
2023/11/17,2023,11,17,chokepoint18,Torres Strait,2,5,2,1,4,10,14,30853,40145,5507,3973,48388,80480,128868,47365
2020/07/06,2020,7,6,chokepoint18,Torres Strait,5,3,0,0,1,8,9,108790,54681,0,0,0,163471,163471,47366
2022/08/16,2022,8,16,chokepoint18,Torres Strait,2,3,0,0,3,5,8,39623,103807,0,0,45281,143430,188712,47367
2023/11/18,2023,11,18,chokepoint18,Torres Strait,2,5,3,0,2,10,12,36416,64123,3985,0,0,104524,104524,47368
2020/07/07,2020,7,7,chokepoint18,Torres Strait,4,3,0,0,4,7,11,71191,96571,0,0,128595,167763,296358,47369
2022/08/17,2022,8,17,chokepoint18,Torres Strait,1,4,0,1,5,6,11,20951,172703,0,0,124170,193654,317825,47370
2023/11/19,2023,11,19,chokepoint18,Torres Strait,0,5,1,0,2,6,8,0,136060,574,0,0,136635,136635,47371
2020/07/08,2020,7,8,chokepoint18,Torres Strait,1,2,2,0,3,5,8,19245,33388,8946,0,0,61580,61580,47372
2022/08/18,2022,8,18,chokepoint18,Torres Strait,2,9,1,0,2,12,14,57922,372215,5029,0,4903,435167,440071,47373
2023/11/20,2023,11,20,chokepoint18,Torres Strait,2,3,3,1,3,9,12,50513,174048,3808,3315,75190,231687,306877,47374
2020/07/09,2020,7,9,chokepoint18,Torres Strait,2,7,0,0,4,9,13,50630,244723,0,0,95697,295354,391052,47375
2022/08/19,2022,8,19,chokepoint18,Torres Strait,3,5,0,0,1,8,9,50247,181894,0,0,48517,232141,280658,47376
2023/11/21,2023,11,21,chokepoint18,Torres Strait,2,2,1,0,5,5,10,48916,83512,2926,0,92453,135354,227807,47377
2020/07/10,2020,7,10,chokepoint18,Torres Strait,0,3,1,0,5,4,9,0,122250,1788,0,96410,124038,220449,47378
2023/11/22,2023,11,22,chokepoint18,Torres Strait,2,3,0,0,3,5,8,33716,65905,0,0,0,99621,99621,47379
2020/07/11,2020,7,11,chokepoint18,Torres Strait,2,5,0,0,0,7,7,39667,170332,0,0,0,210000,210000,47380
2020/07/12,2020,7,12,chokepoint18,Torres Strait,0,4,0,0,3,4,7,0,197436,0,0,41830,197436,239267,47381
2020/07/13,2020,7,13,chokepoint18,Torres Strait,2,1,1,0,3,4,7,5832,64153,0,0,64365,69985,134350,47382
2023/11/23,2023,11,23,chokepoint18,Torres Strait,1,5,1,0,1,7,8,14526,33216,5665,0,0,53408,53408,47383
2020/07/14,2020,7,14,chokepoint18,Torres Strait,2,3,0,0,4,5,9,35064,169861,0,0,112412,204925,317338,47384
2022/08/20,2022,8,20,chokepoint18,Torres Strait,1,3,3,2,2,9,11,0,0,20595,5645,6845,26241,33087,47385
2023/11/24,2023,11,24,chokepoint18,Torres Strait,2,4,0,0,0,6,6,28535,68175,0,0,0,96710,96710,47386
2020/07/15,2020,7,15,chokepoint18,Torres Strait,1,3,1,0,2,5,7,21376,122989,7625,0,37989,151991,189981,47387
2022/08/21,2022,8,21,chokepoint18,Torres Strait,0,3,0,0,5,3,8,0,121295,0,0,37667,121295,158963,47388
2023/11/25,2023,11,25,chokepoint18,Torres Strait,0,5,2,0,4,7,11,0,176181,21774,0,177870,197956,375826,47389
2020/07/16,2020,7,16,chokepoint18,Torres Strait,3,2,1,0,1,6,7,78917,58156,2204,0,11592,139279,150872,47390
2022/08/22,2022,8,22,chokepoint18,Torres Strait,5,4,2,0,2,11,13,166184,143754,2406,0,0,312345,312345,47391
2023/11/26,2023,11,26,chokepoint18,Torres Strait,1,5,3,0,2,9,11,30884,173654,3870,0,0,208409,208409,47392
2020/07/17,2020,7,17,chokepoint18,Torres Strait,0,4,0,0,1,4,5,0,83030,0,0,34567,83030,117597,47393
2022/08/23,2022,8,23,chokepoint18,Torres Strait,1,6,0,0,3,7,10,30082,269485,0,0,70985,299567,370553,47394
2023/11/27,2023,11,27,chokepoint18,Torres Strait,2,5,1,0,0,8,8,50669,146530,1564,0,0,198765,198765,47395
2020/07/18,2020,7,18,chokepoint18,Torres Strait,1,1,1,0,1,3,4,30844,0,12566,0,9150,43411,52561,47396
2022/08/24,2022,8,24,chokepoint18,Torres Strait,2,1,2,1,2,6,8,48710,31438,22884,5615,79520,108648,188169,47397
2023/11/28,2023,11,28,chokepoint18,Torres Strait,2,5,2,0,2,9,11,45125,109356,7372,0,0,161854,161854,47398
2020/07/19,2020,7,19,chokepoint18,Torres Strait,1,5,2,1,1,9,10,1198,41326,0,578,0,43104,43104,47399
2022/08/25,2022,8,25,chokepoint18,Torres Strait,0,2,2,0,2,4,6,0,82572,3962,0,31762,86534,118297,47400
2023/11/29,2023,11,29,chokepoint18,Torres Strait,0,4,2,0,4,6,10,0,0,1151,0,65064,1151,66216,47401
2020/07/20,2020,7,20,chokepoint18,Torres Strait,3,1,0,1,2,5,7,41657,54489,0,4317,0,100464,100464,47402
2022/08/26,2022,8,26,chokepoint18,Torres Strait,2,6,2,0,2,10,12,45484,205371,5027,0,40504,255883,296388,47403
2023/11/30,2023,11,30,chokepoint18,Torres Strait,2,3,0,0,0,5,5,31588,47829,0,0,0,79418,79418,47404
2020/07/21,2020,7,21,chokepoint18,Torres Strait,1,3,0,0,2,4,6,42322,135449,0,0,37641,177772,215414,47405
2022/08/27,2022,8,27,chokepoint18,Torres Strait,1,3,0,1,1,5,6,30028,127095,0,0,0,157124,157124,47406
2023/12/01,2023,12,1,chokepoint18,Torres Strait,1,7,0,0,2,8,10,11824,84580,0,0,38899,96405,135305,47407
2020/07/22,2020,7,22,chokepoint18,Torres Strait,2,6,1,0,2,9,11,24592,32791,5534,0,71939,62918,134857,47408
2022/08/28,2022,8,28,chokepoint18,Torres Strait,1,5,1,1,4,8,12,22452,133998,574,5345,79513,162371,241884,47409
2023/12/02,2023,12,2,chokepoint18,Torres Strait,1,4,0,1,0,6,6,19229,169147,0,0,0,188377,188377,47410
2020/07/23,2020,7,23,chokepoint18,Torres Strait,2,2,3,0,3,7,10,30356,75333,1334,0,109763,107025,216788,47411
2022/08/29,2022,8,29,chokepoint18,Torres Strait,1,5,0,0,1,6,7,22492,124725,0,0,0,147217,147217,47412
2023/12/03,2023,12,3,chokepoint18,Torres Strait,0,4,3,0,5,7,12,0,103543,3385,0,71775,106929,178704,47413
2020/07/24,2020,7,24,chokepoint18,Torres Strait,2,2,1,1,5,6,11,34724,0,2088,2101,50852,38913,89766,47414
2022/08/30,2022,8,30,chokepoint18,Torres Strait,2,1,0,0,3,3,6,38172,0,0,0,43606,38172,81778,47415
2023/12/04,2023,12,4,chokepoint18,Torres Strait,1,2,1,1,1,5,6,43873,140749,1466,5952,24734,192040,216775,47416
2020/07/25,2020,7,25,chokepoint18,Torres Strait,3,7,1,0,3,11,14,83822,162914,6817,0,39014,253554,292569,47417
2022/08/31,2022,8,31,chokepoint18,Torres Strait,2,2,0,0,0,4,4,33035,0,0,0,0,33035,33035,47418
2023/12/05,2023,12,5,chokepoint18,Torres Strait,2,5,1,0,0,8,8,44902,157976,1987,0,0,204866,204866,47419
2020/07/26,2020,7,26,chokepoint18,Torres Strait,2,3,0,1,2,6,8,32607,97272,0,578,0,130458,130458,47420
2022/09/01,2022,9,1,chokepoint18,Torres Strait,2,2,1,0,0,5,5,62249,30509,0,0,0,92759,92759,47421
2023/12/06,2023,12,6,chokepoint18,Torres Strait,2,4,0,0,5,6,11,37220,86109,0,0,194136,123330,317467,47422
2020/07/27,2020,7,27,chokepoint18,Torres Strait,1,5,1,0,5,7,12,16636,103736,425,0,233255,120798,354054,47423
2022/09/02,2022,9,2,chokepoint18,Torres Strait,2,4,1,0,2,7,9,48842,36760,3472,0,41513,89075,130589,47424
2023/12/07,2023,12,7,chokepoint18,Torres Strait,1,5,0,0,0,6,6,21734,191218,0,0,0,212952,212952,47425
2020/07/28,2020,7,28,chokepoint18,Torres Strait,2,9,1,0,1,12,13,57845,249427,0,0,7956,307272,315228,47426
2022/09/03,2022,9,3,chokepoint18,Torres Strait,1,2,2,0,2,5,7,10192,70623,2065,0,64445,82881,147327,47427
2023/12/08,2023,12,8,chokepoint18,Torres Strait,1,4,0,0,2,5,7,7389,68783,0,0,44276,76173,120449,47428
2020/07/29,2020,7,29,chokepoint18,Torres Strait,1,2,2,0,0,5,5,19245,19403,3231,0,0,41880,41880,47429
2023/12/09,2023,12,9,chokepoint18,Torres Strait,3,6,1,0,1,10,11,79324,122488,1033,0,0,202845,202845,47430
2020/07/30,2020,7,30,chokepoint18,Torres Strait,1,5,2,0,4,8,12,28645,144896,19246,0,45670,192788,238458,47431
2020/07/31,2020,7,31,chokepoint18,Torres Strait,0,1,0,0,3,1,4,0,0,0,0,41434,0,41434,47432
2020/08/01,2020,8,1,chokepoint18,Torres Strait,1,4,0,0,3,5,8,45737,164200,0,0,48388,209937,258326,47433
2023/12/10,2023,12,10,chokepoint18,Torres Strait,3,4,1,0,3,8,11,43635,83972,574,0,124470,128182,252653,47434
2020/08/02,2020,8,2,chokepoint18,Torres Strait,0,7,1,0,3,8,11,0,170763,2098,0,0,172861,172861,47435
2022/09/04,2022,9,4,chokepoint18,Torres Strait,2,3,4,0,1,9,10,51073,62598,5890,0,0,119561,119561,47436
2023/12/11,2023,12,11,chokepoint18,Torres Strait,1,6,1,0,1,8,9,20759,185019,2700,0,69165,208479,277645,47437
2020/08/03,2020,8,3,chokepoint18,Torres Strait,2,3,1,1,5,7,12,50447,52437,0,578,0,103463,103463,47438
2022/09/05,2022,9,5,chokepoint18,Torres Strait,0,10,0,0,3,10,13,0,196552,0,0,82606,196552,279158,47439
2023/12/12,2023,12,12,chokepoint18,Torres Strait,3,5,3,0,1,11,12,79354,151922,19288,0,0,250565,250565,47440
2020/08/04,2020,8,4,chokepoint18,Torres Strait,2,2,1,0,4,5,9,73287,45917,1887,0,113542,121092,234634,47441
2022/09/06,2022,9,6,chokepoint18,Torres Strait,1,3,2,0,2,6,8,27921,184815,4069,0,0,216807,216807,47442
2023/12/13,2023,12,13,chokepoint18,Torres Strait,2,3,0,0,2,5,7,46546,83508,0,0,47135,130054,177190,47443
2020/08/05,2020,8,5,chokepoint18,Torres Strait,0,9,0,0,1,9,10,0,231470,0,0,40802,231470,272272,47444
2022/09/07,2022,9,7,chokepoint18,Torres Strait,3,4,1,0,4,8,12,60579,115967,1257,0,101879,177803,279682,47445
2023/12/14,2023,12,14,chokepoint18,Torres Strait,1,3,0,1,0,5,5,16350,0,0,4322,0,20672,20672,47446
2020/08/06,2020,8,6,chokepoint18,Torres Strait,2,6,0,0,2,8,10,35553,139062,0,0,0,174616,174616,47447
2022/09/08,2022,9,8,chokepoint18,Torres Strait,0,7,0,1,1,8,9,0,181178,0,2293,39964,183472,223436,47448
2023/12/15,2023,12,15,chokepoint18,Torres Strait,0,10,1,2,1,13,14,0,213880,0,10300,11071,224180,235252,47449
2020/08/07,2020,8,7,chokepoint18,Torres Strait,1,6,0,0,4,7,11,18160,133498,0,0,26403,151659,178063,47450
2022/09/09,2022,9,9,chokepoint18,Torres Strait,0,10,1,0,1,11,12,0,236038,0,0,0,236038,236038,47451
2023/12/16,2023,12,16,chokepoint18,Torres Strait,1,4,0,0,5,5,10,26816,42148,0,0,10625,68964,79590,47452
2020/08/08,2020,8,8,chokepoint18,Torres Strait,5,2,2,0,2,9,11,115194,0,7918,0,3991,123112,127103,47453
2022/09/10,2022,9,10,chokepoint18,Torres Strait,2,3,0,0,1,5,6,75818,124903,0,0,41075,200721,241797,47454
2023/12/17,2023,12,17,chokepoint18,Torres Strait,3,3,2,0,2,8,10,55495,0,1456,0,0,56952,56952,47455
2020/08/09,2020,8,9,chokepoint18,Torres Strait,3,5,2,1,1,11,12,91332,193745,1471,6702,0,293251,293251,47456
2022/09/11,2022,9,11,chokepoint18,Torres Strait,1,2,2,0,2,5,7,18535,0,1411,0,50882,19946,70829,47457
2023/12/18,2023,12,18,chokepoint18,Torres Strait,1,5,3,0,2,9,11,17777,63557,3807,0,110225,85142,195367,47458
2020/08/10,2020,8,10,chokepoint18,Torres Strait,1,4,1,0,2,6,8,19748,26677,3813,0,43910,50239,94150,47459
2022/09/12,2022,9,12,chokepoint18,Torres Strait,1,7,2,0,1,10,11,0,215924,3365,0,7269,219289,226558,47460
2023/12/19,2023,12,19,chokepoint18,Torres Strait,5,2,2,1,3,10,13,89929,65221,26918,2644,11585,184714,196300,47461
2020/08/11,2020,8,11,chokepoint18,Torres Strait,1,2,0,0,3,3,6,6436,82577,0,0,41913,89014,130927,47462
2022/09/13,2022,9,13,chokepoint18,Torres Strait,1,7,0,2,1,10,11,7259,276973,0,3911,9564,288144,297709,47463
2023/12/20,2023,12,20,chokepoint18,Torres Strait,0,3,1,0,4,4,8,0,105984,5078,0,108205,111063,219269,47464
2020/08/12,2020,8,12,chokepoint18,Torres Strait,2,6,0,0,2,8,10,68464,185003,0,0,71551,253467,325019,47465
2022/09/14,2022,9,14,chokepoint18,Torres Strait,2,4,1,0,4,7,11,42663,17415,3094,0,89414,63172,152587,47466
2023/12/21,2023,12,21,chokepoint18,Torres Strait,0,6,2,0,3,8,11,0,69891,5251,0,127309,75143,202453,47467
2020/08/13,2020,8,13,chokepoint18,Torres Strait,1,1,1,0,4,3,7,14563,52121,1678,0,11592,68363,79956,47468
