from_portid,to_portid,sample_date,sea_distance_nm,transit_days_observed,month,origin_vessel_count,dest_vessel_count,origin_congestion_index,dest_congestion_index,chokepoint_stress_max,wave_height_m,wind_speed_kn,storm_flag,precipitation_mm,has_disruption,disruption_severity,infrastructure_quality_avg,cross_region_flag,delay_hours
port1005,port833,2022-06-15,1080.1,12.9,6,2275,4438,1.073,1.127,0.0,0.0,0.0,0,0.0,0,0,0.702,0,4.72
port1005,port833,2022-07-15,1080.1,12.9,7,2275,4438,1.03,1.111,0.0,0.0,0.0,0,0.0,0,0,0.702,0,4.12
port1005,port833,2022-08-15,1080.1,12.9,8,2275,4438,1.03,1.0,0.0,0.0,0.0,0,0.0,0,0,0.702,0,1.11
port1005,port833,2022-09-15,1080.1,12.9,9,2275,4438,0.987,0.981,0.0,0.0,0.0,0,0.0,0,0,0.702,0,0.0
port1005,port833,2022-10-15,1080.1,12.9,10,2275,4438,1.181,1.03,0.0,0.0,0.0,0,0.0,0,0,0.702,0,6.72
port1005,port833,2022-11-15,1080.1,12.9,11,2275,4438,1.041,1.13,0.0,0.0,0.0,0,0.0,0,0,0.702,0,4.83
port1005,port833,2022-12-15,1080.1,12.9,12,2275,4438,0.977,1.111,0.0,0.0,0.0,0,0.0,0,0,0.702,0,4.12
port1005,port833,2023-01-15,1080.1,12.9,1,2275,4438,0.971,1.243,0.0,0.0,0.0,0,0.0,0,0,0.702,0,9.03
port1005,port833,2023-02-15,1080.1,12.9,2,2275,4438,0.987,1.151,0.0,0.0,0.0,0,0.0,0,0,0.702,0,5.61
port1005,port833,2023-03-15,1080.1,12.9,3,2275,4438,1.063,1.105,0.0,0.0,0.0,0,0.0,0,0,0.702,0,3.9
port1005,port833,2023-04-15,1080.1,12.9,4,2275,4438,1.073,1.299,0.0,0.0,0.0,0,0.0,0,0,0.702,0,11.11
port1005,port833,2023-05-15,1080.1,12.9,5,2275,4438,1.041,1.143,0.0,0.0,0.0,0,0.0,0,0,0.702,0,5.31
port1005,port833,2023-06-15,1080.1,12.9,6,2275,4438,1.079,1.167,0.0,0.0,0.0,0,0.0,0,0,0.702,0,6.2
port1005,port833,2023-07-15,1080.1,12.9,7,2275,4438,1.041,1.016,0.0,0.0,0.0,0,0.0,0,0,0.702,0,1.52
port1005,port833,2023-08-15,1080.1,12.9,8,2275,4438,1.009,1.051,0.0,0.0,0.0,0,0.0,0,0,0.702,0,1.89
port1005,port833,2023-09-15,1080.1,12.9,9,2275,4438,0.923,1.046,0.0,0.0,0.0,0,0.0,0,0,0.702,0,1.71
port1005,port833,2023-10-15,1080.1,12.9,10,2275,4438,0.923,0.97,0.0,0.0,0.0,0,0.0,0,0,0.702,0,0.0
port1005,port833,2023-11-15,1080.1,12.9,11,2275,4438,0.966,0.925,0.0,0.0,0.0,0,0.0,0,0,0.702,0,0.0
port1005,port833,2023-12-15,1080.1,12.9,12,2275,4438,0.939,0.933,0.0,0.0,0.0,0,0.0,0,0,0.702,0,0.0
port1005,port84,2020-01-15,695.2,8.0,1,2275,1070,0.869,0.819,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2020-02-15,695.2,8.0,2,2275,1070,0.955,0.979,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2020-03-15,695.2,8.0,3,2275,1070,0.934,1.036,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.83
port1005,port84,2020-04-15,695.2,8.0,4,2275,1070,0.875,0.899,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2020-05-15,695.2,8.0,5,2275,1070,0.902,0.694,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2020-06-15,695.2,8.0,6,2275,1070,0.95,0.831,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2020-07-15,695.2,8.0,7,2275,1070,1.116,0.876,0.0,0.0,0.0,0,0.0,0,0,0.708,0,2.67
port1005,port84,2020-08-15,695.2,8.0,8,2275,1070,0.977,0.945,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2020-09-15,695.2,8.0,9,2275,1070,0.966,0.99,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2020-10-15,695.2,8.0,10,2275,1070,0.923,1.002,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.05
port1005,port84,2020-11-15,695.2,8.0,11,2275,1070,0.971,0.945,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2020-12-15,695.2,8.0,12,2275,1070,0.95,1.047,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.08
port1005,port84,2021-01-15,695.2,8.0,1,2275,1070,0.923,1.036,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.83
port1005,port84,2021-02-15,695.2,8.0,2,2275,1070,0.955,1.058,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.34
port1005,port84,2021-03-15,695.2,8.0,3,2275,1070,1.03,0.91,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.69
port1005,port84,2021-04-15,695.2,8.0,4,2275,1070,1.036,0.899,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.83
port1005,port84,2021-05-15,695.2,8.0,5,2275,1070,1.073,1.081,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.87
port1005,port84,2021-06-15,695.2,8.0,6,2275,1070,1.068,0.899,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.57
port1005,port84,2021-07-15,695.2,8.0,7,2275,1070,1.041,0.922,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.94
port1005,port84,2021-08-15,695.2,8.0,8,2275,1070,1.1,0.99,0.0,0.0,0.0,0,0.0,0,0,0.708,0,2.3
port1005,port84,2021-09-15,695.2,8.0,9,2275,1070,1.1,1.081,0.0,0.0,0.0,0,0.0,0,0,0.708,0,2.3
port1005,port84,2021-10-15,695.2,8.0,10,2275,1070,1.009,0.876,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.21
port1005,port84,2021-11-15,695.2,8.0,11,2275,1070,1.063,0.945,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.45
port1005,port84,2021-12-15,695.2,8.0,12,2275,1070,0.939,0.933,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2022-01-15,695.2,8.0,1,2275,1070,0.95,0.854,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2022-02-15,695.2,8.0,2,2275,1070,1.004,1.047,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.08
port1005,port84,2022-03-15,695.2,8.0,3,2275,1070,1.1,0.945,0.0,0.0,0.0,0,0.0,0,0,0.708,0,2.3
port1005,port84,2022-04-15,695.2,8.0,4,2275,1070,0.977,1.047,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.08
port1005,port84,2022-05-15,695.2,8.0,5,2275,1070,1.084,1.058,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.94
port1005,port84,2022-06-15,695.2,8.0,6,2275,1070,1.073,1.024,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.68
port1005,port84,2022-07-15,695.2,8.0,7,2275,1070,1.03,1.058,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.34
port1005,port84,2022-08-15,695.2,8.0,8,2275,1070,1.03,1.002,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.69
port1005,port84,2022-09-15,695.2,8.0,9,2275,1070,0.987,1.036,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.83
port1005,port84,2022-10-15,695.2,8.0,10,2275,1070,1.181,0.945,0.0,0.0,0.0,0,0.0,0,0,0.708,0,4.17
port1005,port84,2022-11-15,695.2,8.0,11,2275,1070,1.041,0.967,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.94
port1005,port84,2022-12-15,695.2,8.0,12,2275,1070,0.977,0.933,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2023-01-15,695.2,8.0,1,2275,1070,0.971,0.91,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2023-02-15,695.2,8.0,2,2275,1070,0.987,1.036,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.83
port1005,port84,2023-03-15,695.2,8.0,3,2275,1070,1.063,0.956,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.45
port1005,port84,2023-04-15,695.2,8.0,4,2275,1070,1.073,0.899,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.68
port1005,port84,2023-05-15,695.2,8.0,5,2275,1070,1.041,1.115,0.0,0.0,0.0,0,0.0,0,0,0.708,0,2.65
port1005,port84,2023-06-15,695.2,8.0,6,2275,1070,1.079,1.036,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.82
port1005,port84,2023-07-15,695.2,8.0,7,2275,1070,1.041,1.047,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.08
port1005,port84,2023-08-15,695.2,8.0,8,2275,1070,1.009,1.161,0.0,0.0,0.0,0,0.0,0,0,0.708,0,3.71
port1005,port84,2023-09-15,695.2,8.0,9,2275,1070,0.923,0.876,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2023-10-15,695.2,8.0,10,2275,1070,0.923,1.241,0.0,0.0,0.0,0,0.0,0,0,0.708,0,5.55
port1005,port84,2023-11-15,695.2,8.0,11,2275,1070,0.966,0.99,0.0,0.0,0.0,0,0.0,0,0,0.708,0,0.0
port1005,port84,2023-12-15,695.2,8.0,12,2275,1070,0.939,1.058,0.0,0.0,0.0,0,0.0,0,0,0.708,0,1.34
port1005,port951,2020-01-15,4401.2,22.6,1,2275,2316,0.869,0.984,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2020-02-15,4401.2,22.6,2,2275,2316,0.955,1.109,0.0,0.0,0.0,0,0.0,0,0,0.778,1,7.09
port1005,port951,2020-03-15,4401.2,22.6,3,2275,2316,0.934,1.006,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.39
port1005,port951,2020-04-15,4401.2,22.6,4,2275,2316,0.875,1.044,0.0,0.0,0.0,0,0.0,0,0,0.778,1,2.86
port1005,port951,2020-05-15,4401.2,22.6,5,2275,2316,0.902,0.881,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2020-06-15,4401.2,22.6,6,2275,2316,0.95,0.886,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2020-07-15,4401.2,22.6,7,2275,2316,1.116,0.832,0.0,0.0,0.0,0,0.0,0,0,0.778,1,7.55
port1005,port951,2020-08-15,4401.2,22.6,8,2275,2316,0.977,0.843,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2020-09-15,4401.2,22.6,9,2275,2316,0.966,0.924,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2020-10-15,4401.2,22.6,10,2275,2316,0.923,0.924,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2020-11-15,4401.2,22.6,11,2275,2316,0.971,0.848,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2020-12-15,4401.2,22.6,12,2275,2316,0.95,0.865,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2021-01-15,4401.2,22.6,1,2275,2316,0.923,0.946,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2021-02-15,4401.2,22.6,2,2275,2316,0.955,0.908,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2021-03-15,4401.2,22.6,3,2275,2316,1.03,0.913,0.0,0.0,0.0,0,0.0,0,0,0.778,1,1.95
port1005,port951,2021-04-15,4401.2,22.6,4,2275,2316,1.036,0.919,0.0,0.0,0.0,0,0.0,0,0,0.778,1,2.34
port1005,port951,2021-05-15,4401.2,22.6,5,2275,2316,1.073,0.946,0.0,0.0,0.0,0,0.0,0,0,0.778,1,4.75
port1005,port951,2021-06-15,4401.2,22.6,6,2275,2316,1.068,1.044,0.0,0.0,0.0,0,0.0,0,0,0.778,1,4.43
port1005,port951,2021-07-15,4401.2,22.6,7,2275,2316,1.041,0.941,0.0,0.0,0.0,0,0.0,0,0,0.778,1,2.67
port1005,port951,2021-08-15,4401.2,22.6,8,2275,2316,1.1,0.886,0.0,0.0,0.0,0,0.0,0,0,0.778,1,6.51
port1005,port951,2021-09-15,4401.2,22.6,9,2275,2316,1.1,0.865,0.0,0.0,0.0,0,0.0,0,0,0.778,1,6.51
port1005,port951,2021-10-15,4401.2,22.6,10,2275,2316,1.009,0.941,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.59
port1005,port951,2021-11-15,4401.2,22.6,11,2275,2316,1.063,1.017,0.0,0.0,0.0,0,0.0,0,0,0.778,1,4.1
port1005,port951,2021-12-15,4401.2,22.6,12,2275,2316,0.939,1.028,0.0,0.0,0.0,0,0.0,0,0,0.778,1,1.82
port1005,port951,2022-01-15,4401.2,22.6,1,2275,2316,0.95,0.897,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2022-02-15,4401.2,22.6,2,2275,2316,1.004,0.984,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.26
port1005,port951,2022-03-15,4401.2,22.6,3,2275,2316,1.1,0.946,0.0,0.0,0.0,0,0.0,0,0,0.778,1,6.51
port1005,port951,2022-04-15,4401.2,22.6,4,2275,2316,0.977,0.962,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2022-05-15,4401.2,22.6,5,2275,2316,1.084,1.028,0.0,0.0,0.0,0,0.0,0,0,0.778,1,5.47
port1005,port951,2022-06-15,4401.2,22.6,6,2275,2316,1.073,0.979,0.0,0.0,0.0,0,0.0,0,0,0.778,1,4.75
port1005,port951,2022-07-15,4401.2,22.6,7,2275,2316,1.03,0.962,0.0,0.0,0.0,0,0.0,0,0,0.778,1,1.95
port1005,port951,2022-08-15,4401.2,22.6,8,2275,2316,1.03,0.99,0.0,0.0,0.0,0,0.0,0,0,0.778,1,1.95
port1005,port951,2022-09-15,4401.2,22.6,9,2275,2316,0.987,0.897,0.0,0.0,0.0,0,0.0,0,0,0.778,1,0.0
port1005,port951,2022-10-15,4401.2,22.6,10,2275,2316,1.181,0.924,0.0,0.0,0.0,0,0.0,0,0,0.778,1,11.78
port1005,port951,2022-11-15,4401.2,22.6,11,2275,2316,1.041,0.995,0.0,0.0,0.0,0,0.0,0,0,0.778,1,2.67
port1005,port951,2022-12-15,4401.2,22.6,12,2275,2316,0.977,1.039,0.0,0.0,0.0,0,0.0,0,0,0.778,1,2.54
port1005,port951,2023-01-15,4401.2,22.6,1,2275,2316,0.971,1.033,0.0,0.0,0.0,0,0.0,0,0,0.778,1,2.15
port1005,port951,2023-02-15,4401.2,22.6,2,2275,2316,0.987,1.093,0.0,0.0,0.0,0,0.0,0,0,0.778,1,6.05
port1005,port951,2023-03-15,4401.2,22.6,3,2275,2316,1.063,1.109,0.0,0.0,0.0,0,0.0,0,0,0.778,1,7.09
port1005,port951,2023-04-15,4401.2,22.6,4,2275,2316,1.073,1.011,0.0,0.0,0.0,0,0.0,0,0,0.778,1,4.75
port1005,port951,2023-05-15,4401.2,22.6,5,2275,2316,1.041,1.109,0.0,0.0,0.0,0,0.0,0,0,0.778,1,7.09
port1005,port951,2023-06-15,4401.2,22.6,6,2275,2316,1.079,1.087,0.0,0.0,0.0,0,0.0,0,0,0.778,1,5.66
port1005,port951,2023-07-15,4401.2,22.6,7,2275,2316,1.041,1.0,0.0,0.0,0.0,0,0.0,0,0,0.778,1,2.67
port1005,port951,2023-08-15,4401.2,22.6,8,2275,2316,1.009,1.033,0.0,0.0,0.0,0,0.0,0,0,0.778,1,2.15
port1005,port951,2023-09-15,4401.2,22.6,9,2275,2316,0.923,1.104,0.0,0.0,0.0,0,0.0,0,0,0.778,1,6.77
port1005,port951,2023-10-15,4401.2,22.6,10,2275,2316,0.923,1.142,0.0,0.0,0.0,0,0.0,0,0,0.778,1,9.24
port1005,port951,2023-11-15,4401.2,22.6,11,2275,2316,0.966,1.098,0.0,0.0,0.0,0,0.0,0,0,0.778,1,6.38
port1005,port951,2023-12-15,4401.2,22.6,12,2275,2316,0.939,1.087,0.0,0.0,0.0,0,0.0,0,0,0.778,1,5.66
port1005,port960,2020-01-15,5238.5,25.2,1,2275,11273,0.869,1.089,0.0,0.0,0.0,0,0.0,0,0,0.791,1,6.46
port1005,port960,2020-02-15,5238.5,25.2,2,2275,11273,0.955,1.081,0.0,0.0,0.0,0,0.0,0,0,0.791,1,5.88
port1005,port960,2020-03-15,5238.5,25.2,3,2275,11273,0.934,1.038,0.0,0.0,0.0,0,0.0,0,0,0.791,1,2.76
port1005,port960,2020-04-15,5238.5,25.2,4,2275,11273,0.875,0.675,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2020-05-15,5238.5,25.2,5,2275,11273,0.902,0.434,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2020-06-15,5238.5,25.2,6,2275,11273,0.95,0.92,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2020-07-15,5238.5,25.2,7,2275,11273,1.116,0.974,0.0,0.0,0.0,0,0.0,0,0,0.791,1,8.42
port1005,port960,2020-08-15,5238.5,25.2,8,2275,11273,0.977,0.937,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2020-09-15,5238.5,25.2,9,2275,11273,0.966,1.025,0.0,0.0,0.0,0,0.0,0,0,0.791,1,1.81
port1005,port960,2020-10-15,5238.5,25.2,10,2275,11273,0.923,1.1,0.0,0.0,0.0,0,0.0,0,0,0.791,1,7.26
port1005,port960,2020-11-15,5238.5,25.2,11,2275,11273,0.971,0.88,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2020-12-15,5238.5,25.2,12,2275,11273,0.95,0.624,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2021-01-15,5238.5,25.2,1,2275,11273,0.923,0.712,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2021-02-15,5238.5,25.2,2,2275,11273,0.955,0.555,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2021-03-15,5238.5,25.2,3,2275,11273,1.03,0.941,0.0,0.0,0.0,0,0.0,0,0,0.791,1,2.18
port1005,port960,2021-04-15,5238.5,25.2,4,2275,11273,1.036,0.935,0.0,0.0,0.0,0,0.0,0,0,0.791,1,2.61
port1005,port960,2021-05-15,5238.5,25.2,5,2275,11273,1.073,0.867,0.0,0.0,0.0,0,0.0,0,0,0.791,1,5.3
port1005,port960,2021-06-15,5238.5,25.2,6,2275,11273,1.068,0.705,0.0,0.0,0.0,0,0.0,0,0,0.791,1,4.94
port1005,port960,2021-07-15,5238.5,25.2,7,2275,11273,1.041,0.627,0.0,0.0,0.0,0,0.0,0,0,0.791,1,2.98
port1005,port960,2021-08-15,5238.5,25.2,8,2275,11273,1.1,0.952,0.0,0.0,0.0,0,0.0,0,0,0.791,1,7.26
port1005,port960,2021-09-15,5238.5,25.2,9,2275,11273,1.1,0.454,0.0,0.0,0.0,0,0.0,0,0,0.791,1,7.26
port1005,port960,2021-10-15,5238.5,25.2,10,2275,11273,1.009,0.296,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.65
port1005,port960,2021-11-15,5238.5,25.2,11,2275,11273,1.063,0.69,0.0,0.0,0.0,0,0.0,0,0,0.791,1,4.57
port1005,port960,2021-12-15,5238.5,25.2,12,2275,11273,0.939,1.05,0.0,0.0,0.0,0,0.0,0,0,0.791,1,3.63
port1005,port960,2022-01-15,5238.5,25.2,1,2275,11273,0.95,0.978,0.0,0.0,0.0,0,0.0,0,0,0.791,1,0.0
port1005,port960,2022-02-15,5238.5,25.2,2,2275,11273,1.004,1.043,0.0,0.0,0.0,0,0.0,0,0,0.791,1,3.12
port1005,port960,2022-03-15,5238.5,25.2,3,2275,11273,1.1,1.066,0.0,0.0,0.0,0,0.0,0,0,0.791,1,7.26
port1005,port960,2022-04-15,5238.5,25.2,4,2275,11273,0.977,1.062,0.0,0.0,0.0,0,0.0,0,0,0.791,1,4.5
port1005,port960,2022-05-15,5238.5,25.2,5,2275,11273,1.084,1.051,0.0,0.0,0.0,0,0.0,0,0,0.791,1,6.1
port1005,port960,2022-06-15,5238.5,25.2,6,2275,11273,1.073,1.104,0.0,0.0,0.0,0,0.0,0,0,0.791,1,7.55
port1005,port960,2022-07-15,5238.5,25.2,7,2275,11273,1.03,1.06,0.0,0.0,0.0,0,0.0,0,0,0.791,1,4.35
port1005,port960,2022-08-15,5238.5,25.2,8,2275,11273,1.03,1.15,0.0,0.0,0.0,0,0.0,0,0,0.791,1,10.89
port1005,port960,2022-09-15,5238.5,25.2,9,2275,11273,0.987,1.123,0.0,0.0,0.0,0,0.0,0,0,0.791,1,8.93
port1005,port960,2022-10-15,5238.5,25.2,10,2275,11273,1.181,1.158,0.0,0.0,0.0,0,0.0,0,0,0.791,1,13.14
port1005,port960,2022-11-15,5238.5,25.2,11,2275,11273,1.041,1.163,0.0,0.0,0.0,0,0.0,0,0,0.791,1,11.83
port1005,port960,2022-12-15,5238.5,25.2,12,2275,11273,0.977,1.227,0.0,0.0,0.0,0,0.0,0,0,0.791,1,16.47
port1005,port960,2023-01-15,5238.5,25.2,1,2275,11273,0.971,1.204,0.0,0.0,0.0,0,0.0,0,0,0.791,1,14.81
port1005,port960,2023-02-15,5238.5,25.2,2,2275,11273,0.987,1.194,0.0,0.0,0.0,0,0.0,0,0,0.791,1,14.08
port1005,port960,2023-03-15,5238.5,25.2,3,2275,11273,1.063,1.248,0.0,0.0,0.0,0,0.0,0,0,0.791,1,18.0
port1005,port960,2023-04-15,5238.5,25.2,4,2275,11273,1.073,1.224,0.0,0.0,0.0,0,0.0,0,0,0.791,1,16.26
port1005,port960,2023-05-15,5238.5,25.2,5,2275,11273,1.041,1.232,0.0,0.0,0.0,0,0.0,0,0,0.791,1,16.84
port1005,port960,2023-06-15,5238.5,25.2,6,2275,11273,1.079,1.323,0.0,0.0,0.0,0,0.0,0,0,0.791,1,23.44
port1005,port960,2023-07-15,5238.5,25.2,7,2275,11273,1.041,1.247,0.0,0.0,0.0,0,0.0,0,0,0.791,1,17.93
port1005,port960,2023-08-15,5238.5,25.2,8,2275,11273,1.009,1.226,0.0,0.0,0.0,0,0.0,0,0,0.791,1,16.4
port1005,port960,2023-09-15,5238.5,25.2,9,2275,11273,0.923,1.243,0.0,0.0,0.0,0,0.0,0,0,0.791,1,17.64
port1005,port960,2023-10-15,5238.5,25.2,10,2275,11273,0.923,1.263,0.0,0.0,0.0,0,0.0,0,0,0.791,1,19.09
port1005,port960,2023-11-15,5238.5,25.2,11,2275,11273,0.966,1.295,0.0,0.0,0.0,0,0.0,0,0,0.791,1,21.41
port1005,port960,2023-12-15,5238.5,25.2,12,2275,11273,0.939,1.279,0.0,0.0,0.0,0,0.0,0,0,0.791,1,20.25
port1005,port976,2020-01-15,340.1,4.6,1,2275,1216,0.869,0.196,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.0
port1005,port976,2020-02-15,340.1,4.6,2,2275,1216,0.955,0.299,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.0
port1005,port976,2020-03-15,340.1,4.6,3,2275,1216,0.934,0.526,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.0
port1005,port976,2020-04-15,340.1,4.6,4,2275,1216,0.875,0.804,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.0
port1005,port976,2020-05-15,340.1,4.6,5,2275,1216,0.902,0.856,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.0
port1005,port976,2020-06-15,340.1,4.6,6,2275,1216,0.95,0.897,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.0
port1005,port976,2020-07-15,340.1,4.6,7,2275,1216,1.116,1.145,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.92
port1005,port976,2020-08-15,340.1,4.6,8,2275,1216,0.977,1.134,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.78
port1005,port976,2020-09-15,340.1,4.6,9,2275,1216,0.966,1.0,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.0
port1005,port976,2020-10-15,340.1,4.6,10,2275,1216,0.923,0.99,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.0
port1005,port976,2020-11-15,340.1,4.6,11,2275,1216,0.971,1.145,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.92
port1005,port976,2020-12-15,340.1,4.6,12,2275,1216,0.95,1.268,0.0,0.0,0.0,0,0.0,0,0,0.766,0,3.55
port1005,port976,2021-01-15,340.1,4.6,1,2275,1216,0.923,1.299,0.0,0.0,0.0,0,0.0,0,0,0.766,0,3.96
port1005,port976,2021-02-15,340.1,4.6,2,2275,1216,0.955,1.258,0.0,0.0,0.0,0,0.0,0,0,0.766,0,3.42
port1005,port976,2021-03-15,340.1,4.6,3,2275,1216,1.03,1.248,0.0,0.0,0.0,0,0.0,0,0,0.766,0,3.29
port1005,port976,2021-04-15,340.1,4.6,4,2275,1216,1.036,1.237,0.0,0.0,0.0,0,0.0,0,0,0.766,0,3.14
port1005,port976,2021-05-15,340.1,4.6,5,2275,1216,1.073,1.175,0.0,0.0,0.0,0,0.0,0,0,0.766,0,2.32
port1005,port976,2021-06-15,340.1,4.6,6,2275,1216,1.068,1.165,0.0,0.0,0.0,0,0.0,0,0,0.766,0,2.19
port1005,port976,2021-07-15,340.1,4.6,7,2275,1216,1.041,0.969,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.54
port1005,port976,2021-08-15,340.1,4.6,8,2275,1216,1.1,0.949,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.32
port1005,port976,2021-09-15,340.1,4.6,9,2275,1216,1.1,0.876,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.32
port1005,port976,2021-10-15,340.1,4.6,10,2275,1216,1.009,0.619,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.12
port1005,port976,2021-11-15,340.1,4.6,11,2275,1216,1.063,0.65,0.0,0.0,0.0,0,0.0,0,0,0.766,0,0.83
port1005,port976,2021-12-15,340.1,4.6,12,2275,1216,0.939,1.083,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.1
port1005,port976,2022-01-15,340.1,4.6,1,2275,1216,0.95,1.103,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.36
port1005,port976,2022-02-15,340.1,4.6,2,2275,1216,1.004,1.114,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.51
port1005,port976,2022-03-15,340.1,4.6,3,2275,1216,1.1,1.402,0.0,0.0,0.0,0,0.0,0,0,0.766,0,5.33
port1005,port976,2022-04-15,340.1,4.6,4,2275,1216,0.977,1.175,0.0,0.0,0.0,0,0.0,0,0,0.766,0,2.32
port1005,port976,2022-05-15,340.1,4.6,5,2275,1216,1.084,1.134,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.78
port1005,port976,2022-06-15,340.1,4.6,6,2275,1216,1.073,1.134,0.0,0.0,0.0,0,0.0,0,0,0.766,0,1.78
port1005,port976,2022-07-15,340.1,4.6,7,2275,1216,1.03,1.227,0.0,0.0,0.0,0,0.0,0,0,0.766,0,3.01
port1005,port976,2022-08-15,340.1,4.6,8,2275,1216,1.03,1.165,0.0,0.0,0.0,0,0.0,0,0,0.766,0,2.19
port1005,port976,2022-09-15,340.1,4.6,9,2275,1216,0.987,1.155,0.0,0.0,0.0,0,0.0,0,0,0.766,0,2.05
